ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
49039,West Bengal,Durgapur,Locality_125,Independent House,4,3270,265.81,0.08,2000,Semi-furnished,18,16,25,8,3,Medium,Yes,No,"Gym, Garden, Clubhouse, Pool",South,Owner,Ready_to_Move
163944,Bihar,Patna,Locality_195,Apartment,3,1087,164.49,0.15,1994,Furnished,14,17,31,3,8,High,Yes,No,Garden,East,Broker,Ready_to_Move
96291,Haryana,Faridabad,Locality_189,Apartment,4,2479,104.07,0.04,1994,Semi-furnished,13,6,31,9,2,High,Yes,No,"Clubhouse, Garden, Pool, Gym, Playground",West,Builder,Ready_to_Move
83521,Telangana,Hyderabad,Locality_119,Independent House,1,3945,52.56,0.01,1992,Furnished,1,28,33,7,1,Medium,Yes,No,"Playground, Clubhouse, Gym, Garden, Pool",North,Builder,Ready_to_Move
111191,Punjab,Ludhiana,Locality_62,Independent House,2,4352,202.1,0.05,2019,Semi-furnished,8,5,6,5,6,Medium,No,No,"Playground, Gym, Pool, Clubhouse",West,Broker,Under_Construction
62491,Uttarakhand,Haridwar,Locality_374,Apartment,1,3492,276.22,0.08,2008,Unfurnished,0,20,17,5,5,High,Yes,No,"Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
213661,Assam,Silchar,Locality_352,Villa,5,772,71.33,0.09,2005,Unfurnished,21,8,20,10,10,High,Yes,No,"Playground, Pool, Garden",East,Owner,Under_Construction
63793,Tamil Nadu,Coimbatore,Locality_302,Apartment,5,1241,320.04,0.26,2011,Unfurnished,28,30,14,10,1,Medium,No,No,Clubhouse,South,Broker,Under_Construction
40944,Karnataka,Bangalore,Locality_339,Apartment,5,2049,147.64,0.07,1998,Furnished,8,22,27,5,5,Medium,No,No,"Clubhouse, Playground, Garden",North,Builder,Under_Construction
84955,Andhra Pradesh,Vijayawada,Locality_173,Apartment,3,4943,71.43,0.01,2012,Furnished,30,13,13,9,9,Low,No,Yes,"Garden, Gym",West,Builder,Ready_to_Move
54845,West Bengal,Durgapur,Locality_219,Villa,5,1689,345.04,0.2,2001,Furnished,11,13,24,5,7,High,Yes,Yes,"Pool, Playground, Clubhouse, Gym",East,Broker,Under_Construction
45932,Maharashtra,Pune,Locality_97,Apartment,4,3999,319.89,0.08,2011,Unfurnished,27,17,14,4,6,Low,No,Yes,"Pool, Gym, Clubhouse, Playground, Garden",North,Owner,Ready_to_Move
233923,Gujarat,Ahmedabad,Locality_433,Apartment,3,2779,270.79,0.1,2018,Furnished,4,22,7,1,6,Medium,No,Yes,"Pool, Garden, Gym, Clubhouse, Playground",South,Broker,Ready_to_Move
189281,Telangana,Hyderabad,Locality_14,Independent House,3,2262,156.68,0.07,2010,Furnished,24,24,15,6,6,Low,Yes,No,"Clubhouse, Playground, Gym, Garden",North,Builder,Ready_to_Move
150285,Uttar Pradesh,Lucknow,Locality_107,Villa,3,4318,412.13,0.1,2015,Furnished,28,2,10,7,4,Medium,No,Yes,Playground,North,Owner,Under_Construction
181055,Uttar Pradesh,Noida,Locality_134,Villa,2,561,141.22,0.25,1992,Unfurnished,8,20,33,9,1,Medium,No,Yes,Gym,East,Builder,Ready_to_Move
2503,Andhra Pradesh,Vishakhapatnam,Locality_251,Villa,4,2397,464.14,0.19,1995,Furnished,4,7,30,9,10,High,No,No,"Gym, Clubhouse, Garden, Pool, Playground",South,Broker,Ready_to_Move
161647,Haryana,Gurgaon,Locality_440,Independent House,5,4398,151.38,0.03,2004,Furnished,28,14,21,8,6,Medium,No,No,"Gym, Playground, Clubhouse",East,Builder,Ready_to_Move
140410,Karnataka,Bangalore,Locality_83,Villa,3,4305,119.85,0.03,2013,Unfurnished,5,16,12,7,6,High,No,No,"Clubhouse, Pool, Garden",North,Owner,Under_Construction
169322,Kerala,Trivandrum,Locality_15,Independent House,2,4869,401.48,0.08,1999,Semi-furnished,25,1,26,5,2,Low,Yes,No,"Pool, Clubhouse, Playground, Gym",North,Owner,Ready_to_Move
184897,Madhya Pradesh,Bhopal,Locality_84,Independent House,2,4612,310.73,0.07,2005,Semi-furnished,21,2,20,4,10,Low,No,Yes,"Gym, Pool, Playground, Clubhouse, Garden",West,Builder,Under_Construction
198387,Maharashtra,Mumbai,Locality_443,Villa,5,1657,363.42,0.22,2010,Semi-furnished,24,14,15,9,6,Low,Yes,No,"Gym, Clubhouse",West,Builder,Ready_to_Move
132079,Madhya Pradesh,Indore,Locality_217,Villa,5,2860,195.49,0.07,1992,Unfurnished,10,28,33,4,6,Low,Yes,No,"Pool, Playground",South,Broker,Under_Construction
74538,Tamil Nadu,Chennai,Locality_466,Apartment,4,3242,101.45,0.03,2012,Unfurnished,0,4,13,9,10,Medium,Yes,No,"Pool, Clubhouse, Garden",East,Broker,Under_Construction
17243,West Bengal,Kolkata,Locality_355,Apartment,1,4723,462.89,0.1,2007,Furnished,17,2,18,8,6,Medium,Yes,No,"Playground, Pool, Garden, Clubhouse, Gym",South,Broker,Ready_to_Move
21773,Uttar Pradesh,Noida,Locality_182,Apartment,1,2099,238.33,0.11,2013,Unfurnished,11,29,12,5,7,Low,No,No,"Gym, Playground",South,Builder,Ready_to_Move
56694,Rajasthan,Jaipur,Locality_438,Villa,5,3414,483.46,0.14,2010,Furnished,17,1,15,9,3,Low,No,No,"Gym, Garden, Playground",North,Broker,Under_Construction
238955,Bihar,Patna,Locality_468,Villa,1,2114,189.15,0.09,1992,Semi-furnished,26,18,33,9,5,Low,Yes,Yes,"Clubhouse, Gym, Garden, Pool, Playground",West,Broker,Under_Construction
75726,Uttar Pradesh,Noida,Locality_25,Villa,2,1007,450.9,0.45,2012,Unfurnished,15,5,13,6,6,High,No,No,"Pool, Clubhouse, Garden, Playground, Gym",North,Builder,Ready_to_Move
93714,Delhi,Dwarka,Locality_286,Apartment,3,2341,50.71,0.02,1995,Furnished,18,4,30,1,10,Medium,Yes,Yes,"Garden, Playground",West,Broker,Ready_to_Move
102939,Tamil Nadu,Chennai,Locality_403,Villa,1,2319,136.42,0.06,1992,Furnished,26,23,33,3,5,High,Yes,No,"Garden, Clubhouse",West,Owner,Ready_to_Move
10875,Gujarat,Surat,Locality_241,Independent House,2,1446,250.62,0.17,2012,Semi-furnished,27,16,13,4,5,Low,Yes,Yes,"Playground, Garden",West,Builder,Ready_to_Move
195466,Assam,Guwahati,Locality_116,Villa,1,3053,479.1,0.16,2018,Furnished,20,23,7,4,4,Low,No,No,"Playground, Garden, Gym, Clubhouse, Pool",North,Owner,Under_Construction
212539,Bihar,Gaya,Locality_191,Villa,2,2511,433.58,0.17,2008,Furnished,7,28,17,3,10,High,Yes,Yes,"Playground, Clubhouse, Garden",West,Broker,Under_Construction
80396,Maharashtra,Mumbai,Locality_415,Apartment,2,1596,183.05,0.11,1999,Furnished,3,3,26,4,4,Medium,No,No,"Garden, Playground, Gym, Pool, Clubhouse",East,Broker,Under_Construction
190646,Karnataka,Mysore,Locality_333,Villa,4,2529,490.07,0.19,2016,Furnished,7,12,9,8,8,High,No,No,"Gym, Pool, Clubhouse",South,Builder,Under_Construction
137145,West Bengal,Durgapur,Locality_204,Independent House,1,4870,460.78,0.09,1998,Furnished,11,27,27,7,5,Low,No,Yes,"Gym, Playground, Clubhouse, Garden",South,Broker,Ready_to_Move
166182,Tamil Nadu,Coimbatore,Locality_257,Villa,2,4664,339.0,0.07,2015,Furnished,30,13,10,6,8,Low,Yes,No,"Clubhouse, Garden, Pool, Playground, Gym",South,Broker,Under_Construction
113664,Maharashtra,Nagpur,Locality_327,Villa,2,4849,57.39,0.01,1997,Unfurnished,3,2,28,4,1,Low,No,Yes,"Pool, Garden",South,Broker,Ready_to_Move
152880,Uttar Pradesh,Lucknow,Locality_331,Independent House,1,1627,27.66,0.02,2007,Unfurnished,27,24,18,6,9,Medium,No,Yes,"Garden, Gym, Clubhouse",North,Owner,Ready_to_Move
199496,Telangana,Hyderabad,Locality_435,Apartment,4,3598,267.4,0.07,2002,Unfurnished,20,30,23,6,2,Medium,Yes,No,"Playground, Gym",East,Owner,Ready_to_Move
127173,Kerala,Trivandrum,Locality_171,Villa,3,4685,17.31,0.0,2012,Furnished,19,1,13,5,4,Low,No,No,"Pool, Garden, Gym",South,Broker,Under_Construction
162786,Telangana,Hyderabad,Locality_481,Villa,3,2938,297.82,0.1,2000,Furnished,12,14,25,3,9,Low,Yes,Yes,"Playground, Clubhouse, Pool",West,Broker,Under_Construction
234774,Uttarakhand,Haridwar,Locality_50,Apartment,1,4549,354.77,0.08,2014,Semi-furnished,6,27,11,3,1,Medium,No,No,"Clubhouse, Gym, Pool",East,Owner,Ready_to_Move
158130,Rajasthan,Jodhpur,Locality_67,Independent House,4,1524,89.23,0.06,1994,Furnished,2,2,31,6,6,High,No,Yes,"Clubhouse, Playground",East,Builder,Under_Construction
135621,Delhi,New Delhi,Locality_211,Apartment,5,4464,62.32,0.01,2010,Semi-furnished,0,16,15,5,8,Low,Yes,No,"Clubhouse, Gym, Playground, Garden",North,Broker,Ready_to_Move
126430,Uttarakhand,Haridwar,Locality_127,Apartment,4,4760,360.15,0.08,2002,Semi-furnished,24,23,23,10,2,High,Yes,No,"Pool, Garden, Playground, Clubhouse",South,Owner,Under_Construction
122243,Karnataka,Mysore,Locality_391,Independent House,3,4310,295.07,0.07,1996,Unfurnished,0,23,29,3,1,Low,No,Yes,"Clubhouse, Garden",West,Owner,Under_Construction
68609,Odisha,Bhubaneswar,Locality_148,Villa,2,964,428.6,0.44,2011,Semi-furnished,15,25,14,5,1,Low,Yes,No,Clubhouse,South,Broker,Ready_to_Move
40196,Madhya Pradesh,Indore,Locality_194,Independent House,3,1696,452.01,0.27,1994,Semi-furnished,17,27,31,5,3,Medium,No,No,"Playground, Clubhouse, Pool",South,Owner,Under_Construction
4947,Uttarakhand,Dehradun,Locality_382,Independent House,1,1071,324.7,0.3,2004,Unfurnished,10,2,21,7,6,Medium,Yes,Yes,"Playground, Garden, Clubhouse",South,Broker,Under_Construction
14393,Telangana,Warangal,Locality_443,Independent House,2,4213,279.11,0.07,1995,Semi-furnished,10,19,30,3,3,Low,Yes,Yes,"Clubhouse, Pool",South,Broker,Under_Construction
103563,Uttarakhand,Dehradun,Locality_485,Independent House,1,3264,146.04,0.04,2000,Semi-furnished,9,15,25,4,3,Medium,Yes,Yes,"Clubhouse, Garden",East,Builder,Under_Construction
236840,Tamil Nadu,Chennai,Locality_325,Independent House,3,683,347.2,0.51,1996,Semi-furnished,7,29,29,6,8,Medium,No,No,"Garden, Clubhouse",West,Builder,Ready_to_Move
4094,Andhra Pradesh,Vishakhapatnam,Locality_260,Independent House,5,1012,27.36,0.03,1991,Unfurnished,7,10,34,3,9,Medium,No,No,"Gym, Garden",North,Builder,Under_Construction
219231,Bihar,Patna,Locality_224,Villa,5,3933,484.93,0.12,2021,Furnished,28,15,4,9,4,High,No,Yes,"Garden, Clubhouse, Pool, Playground",North,Owner,Under_Construction
144699,Punjab,Ludhiana,Locality_163,Villa,5,3998,276.15,0.07,2017,Semi-furnished,15,28,8,2,10,High,Yes,Yes,"Clubhouse, Gym, Pool",North,Owner,Under_Construction
36462,Jharkhand,Jamshedpur,Locality_96,Villa,3,4885,392.05,0.08,1999,Unfurnished,15,4,26,8,7,Low,No,Yes,Playground,East,Builder,Ready_to_Move
201706,Bihar,Gaya,Locality_268,Villa,3,2903,415.73,0.14,2001,Furnished,4,24,24,7,7,High,Yes,No,"Garden, Gym, Playground, Clubhouse",West,Broker,Under_Construction
92419,Chhattisgarh,Raipur,Locality_487,Apartment,4,1941,103.44,0.05,2003,Furnished,23,23,22,3,6,Medium,Yes,Yes,"Garden, Playground, Pool",South,Builder,Under_Construction
55511,Jharkhand,Jamshedpur,Locality_205,Independent House,5,3298,191.63,0.06,1998,Semi-furnished,19,16,27,5,7,High,No,No,"Pool, Playground, Garden",West,Builder,Ready_to_Move
159465,Karnataka,Bangalore,Locality_330,Apartment,1,4716,147.91,0.03,2013,Unfurnished,19,17,12,7,5,Low,Yes,No,"Gym, Pool, Garden, Playground",East,Broker,Ready_to_Move
143097,Telangana,Warangal,Locality_113,Apartment,4,2192,498.69,0.23,2016,Furnished,20,22,9,1,9,High,Yes,Yes,Playground,West,Owner,Ready_to_Move
204278,Uttarakhand,Haridwar,Locality_96,Independent House,3,4399,415.39,0.09,2010,Unfurnished,28,4,15,2,8,Low,No,Yes,Pool,North,Owner,Ready_to_Move
113349,Tamil Nadu,Chennai,Locality_480,Apartment,5,3256,167.28,0.05,2010,Furnished,9,3,15,1,8,Low,Yes,Yes,"Gym, Clubhouse, Playground, Garden",South,Owner,Ready_to_Move
30149,Uttarakhand,Dehradun,Locality_56,Apartment,1,4502,68.1,0.02,2013,Furnished,2,17,12,7,2,Low,Yes,Yes,"Gym, Pool, Garden, Clubhouse",East,Owner,Ready_to_Move
188048,Jharkhand,Jamshedpur,Locality_184,Villa,1,685,448.11,0.65,2003,Unfurnished,14,9,22,9,7,Medium,Yes,No,"Garden, Pool, Playground, Gym, Clubhouse",North,Broker,Under_Construction
107058,Karnataka,Mysore,Locality_448,Apartment,4,2381,352.73,0.15,2014,Furnished,19,30,11,2,3,Medium,No,No,Clubhouse,West,Broker,Ready_to_Move
89476,Tamil Nadu,Coimbatore,Locality_3,Apartment,4,1387,131.78,0.1,2000,Furnished,8,13,25,6,9,High,Yes,No,"Gym, Clubhouse, Pool, Playground, Garden",East,Broker,Ready_to_Move
51604,Uttarakhand,Dehradun,Locality_32,Apartment,1,1056,191.91,0.18,2013,Semi-furnished,29,23,12,1,4,High,No,No,"Pool, Garden, Playground, Gym, Clubhouse",West,Owner,Ready_to_Move
185602,Bihar,Patna,Locality_116,Independent House,2,943,287.48,0.3,2008,Furnished,6,15,17,1,6,Medium,Yes,Yes,"Clubhouse, Gym",South,Owner,Under_Construction
72067,Uttar Pradesh,Noida,Locality_73,Villa,4,808,62.84,0.08,1996,Semi-furnished,27,11,29,4,8,Low,Yes,No,"Pool, Clubhouse",West,Owner,Under_Construction
110188,Telangana,Hyderabad,Locality_152,Apartment,2,4460,240.09,0.05,1994,Semi-furnished,11,13,31,4,1,Medium,No,No,"Gym, Pool, Clubhouse, Garden",West,Broker,Ready_to_Move
118851,Odisha,Bhubaneswar,Locality_357,Independent House,5,4444,283.07,0.06,2007,Furnished,16,13,18,4,7,Low,Yes,Yes,Clubhouse,East,Broker,Ready_to_Move
51315,Odisha,Cuttack,Locality_267,Independent House,1,3632,45.63,0.01,2003,Unfurnished,29,29,22,6,4,Medium,No,No,"Clubhouse, Gym, Playground",South,Broker,Ready_to_Move
237637,Uttar Pradesh,Lucknow,Locality_9,Villa,1,4604,217.76,0.05,2015,Furnished,5,22,10,3,9,High,No,No,"Gym, Playground",North,Builder,Under_Construction
239874,Gujarat,Surat,Locality_384,Apartment,4,1472,57.0,0.04,2023,Semi-furnished,8,13,2,9,9,Medium,Yes,No,"Pool, Garden, Playground",East,Broker,Ready_to_Move
196131,Maharashtra,Nagpur,Locality_453,Villa,3,4467,457.7,0.1,2003,Semi-furnished,6,23,22,8,2,Medium,No,Yes,"Clubhouse, Garden, Pool",South,Owner,Ready_to_Move
179563,Maharashtra,Mumbai,Locality_17,Independent House,5,2494,117.6,0.05,2019,Semi-furnished,25,2,6,4,10,Medium,Yes,No,"Pool, Garden, Gym",North,Broker,Ready_to_Move
170402,Jharkhand,Jamshedpur,Locality_62,Villa,3,3762,389.33,0.1,1994,Semi-furnished,6,18,31,5,6,High,No,Yes,Playground,North,Owner,Under_Construction
195734,Kerala,Trivandrum,Locality_159,Apartment,1,2403,220.04,0.09,2009,Semi-furnished,17,2,16,3,4,High,No,No,"Gym, Pool, Playground",West,Owner,Under_Construction
156840,Bihar,Gaya,Locality_23,Apartment,1,4948,360.17,0.07,2009,Unfurnished,4,23,16,8,3,Low,Yes,Yes,"Gym, Playground",West,Owner,Under_Construction
122531,Andhra Pradesh,Vishakhapatnam,Locality_397,Villa,5,4502,280.96,0.06,2019,Furnished,29,17,6,4,3,Medium,No,Yes,Garden,North,Builder,Ready_to_Move
26225,Rajasthan,Jaipur,Locality_142,Villa,1,2967,240.99,0.08,2019,Semi-furnished,25,27,6,2,2,Medium,Yes,Yes,"Playground, Gym, Garden, Clubhouse, Pool",North,Builder,Under_Construction
173058,Assam,Silchar,Locality_45,Villa,2,3403,314.42,0.09,2009,Unfurnished,25,23,16,2,10,Low,No,No,"Playground, Garden, Gym, Clubhouse, Pool",East,Broker,Ready_to_Move
57909,Tamil Nadu,Coimbatore,Locality_186,Apartment,1,3263,259.77,0.08,2011,Semi-furnished,8,8,14,1,3,Medium,Yes,No,"Clubhouse, Gym, Pool",South,Broker,Ready_to_Move
137255,Kerala,Trivandrum,Locality_76,Independent House,5,4987,404.85,0.08,2014,Furnished,6,22,11,10,5,Medium,No,No,"Garden, Pool, Gym, Playground, Clubhouse",South,Owner,Under_Construction
28264,Rajasthan,Jaipur,Locality_243,Independent House,3,4207,470.8,0.11,2002,Unfurnished,29,12,23,10,9,Low,Yes,Yes,Clubhouse,North,Builder,Ready_to_Move
65661,Rajasthan,Jodhpur,Locality_5,Independent House,1,1707,232.56,0.14,2017,Unfurnished,18,8,8,2,5,Low,No,Yes,"Garden, Playground, Clubhouse, Pool, Gym",North,Owner,Ready_to_Move
248243,Uttarakhand,Dehradun,Locality_457,Apartment,5,4855,69.41,0.01,2010,Semi-furnished,12,15,15,5,2,High,Yes,No,Clubhouse,North,Builder,Under_Construction
194748,Telangana,Warangal,Locality_139,Villa,5,4933,162.88,0.03,2015,Furnished,18,16,10,9,8,Low,Yes,No,"Garden, Gym",South,Owner,Under_Construction
61144,Bihar,Patna,Locality_339,Independent House,2,1625,396.93,0.24,2016,Unfurnished,6,18,9,2,2,High,Yes,No,"Garden, Pool",East,Owner,Ready_to_Move
134692,Kerala,Trivandrum,Locality_26,Apartment,3,2165,45.55,0.02,2022,Semi-furnished,2,19,3,5,5,Low,No,No,"Playground, Pool, Garden",East,Broker,Ready_to_Move
216864,Andhra Pradesh,Vijayawada,Locality_343,Apartment,3,2546,164.5,0.06,2015,Furnished,9,10,10,3,10,Low,Yes,Yes,"Clubhouse, Gym, Garden",North,Builder,Ready_to_Move
15688,Uttarakhand,Dehradun,Locality_82,Apartment,3,3945,440.01,0.11,2011,Unfurnished,4,19,14,4,9,Medium,No,No,"Pool, Clubhouse, Garden",East,Builder,Under_Construction
35346,Bihar,Gaya,Locality_44,Apartment,5,4517,124.82,0.03,2014,Furnished,20,2,11,2,4,High,No,No,"Clubhouse, Playground, Pool",North,Builder,Ready_to_Move
178388,Delhi,Dwarka,Locality_249,Villa,3,909,249.23,0.27,1991,Unfurnished,28,14,34,1,7,High,No,No,Garden,East,Broker,Under_Construction
143586,West Bengal,Kolkata,Locality_252,Independent House,1,3029,44.28,0.01,2007,Furnished,0,2,18,10,2,High,No,No,Pool,North,Owner,Ready_to_Move
154401,Assam,Silchar,Locality_467,Independent House,3,2478,82.13,0.03,2015,Semi-furnished,27,25,10,8,3,High,No,Yes,"Gym, Pool, Garden",East,Builder,Ready_to_Move
111038,Karnataka,Bangalore,Locality_468,Apartment,3,1748,415.41,0.24,2019,Furnished,24,3,6,6,4,High,No,Yes,"Gym, Playground",North,Owner,Ready_to_Move
159474,Assam,Silchar,Locality_121,Independent House,2,1482,89.6,0.06,1994,Semi-furnished,28,30,31,6,5,Medium,No,No,"Garden, Gym, Pool",South,Owner,Under_Construction
172213,Gujarat,Ahmedabad,Locality_198,Independent House,5,1033,410.69,0.4,2013,Furnished,5,30,12,8,2,High,Yes,Yes,"Gym, Playground, Garden, Clubhouse, Pool",East,Owner,Ready_to_Move
16404,Delhi,New Delhi,Locality_433,Apartment,2,1238,246.81,0.2,2013,Unfurnished,25,26,12,10,1,Medium,No,No,Garden,West,Owner,Ready_to_Move
177206,Telangana,Hyderabad,Locality_388,Villa,5,4361,365.55,0.08,2022,Unfurnished,17,17,3,7,5,Medium,No,No,"Playground, Clubhouse, Garden, Pool, Gym",East,Builder,Ready_to_Move
168986,Delhi,Dwarka,Locality_419,Villa,4,1430,18.27,0.01,2012,Furnished,29,6,13,4,9,Low,Yes,No,"Playground, Pool, Gym, Clubhouse",West,Builder,Under_Construction
154614,Uttarakhand,Dehradun,Locality_115,Apartment,2,1726,89.15,0.05,2017,Semi-furnished,8,12,8,10,3,Medium,No,No,"Pool, Garden, Gym, Playground",South,Broker,Under_Construction
169647,Jharkhand,Jamshedpur,Locality_395,Apartment,3,4053,186.83,0.05,2005,Unfurnished,21,3,20,8,7,Low,No,Yes,Clubhouse,South,Builder,Under_Construction
143297,Uttar Pradesh,Lucknow,Locality_480,Villa,3,2108,405.82,0.19,2002,Semi-furnished,20,26,23,6,8,Medium,No,No,"Garden, Gym",South,Builder,Under_Construction
54750,Uttar Pradesh,Lucknow,Locality_312,Villa,1,2428,282.83,0.12,2011,Semi-furnished,7,16,14,10,6,Low,Yes,Yes,"Playground, Pool, Gym, Garden",North,Owner,Under_Construction
98667,Bihar,Gaya,Locality_296,Villa,4,1158,488.43,0.42,1999,Semi-furnished,30,19,26,7,4,Low,No,No,"Gym, Playground",South,Builder,Under_Construction
231707,Delhi,New Delhi,Locality_499,Independent House,4,3044,421.89,0.14,2004,Furnished,0,14,21,6,1,Medium,Yes,Yes,"Clubhouse, Playground, Garden",East,Broker,Under_Construction
182907,Jharkhand,Ranchi,Locality_133,Independent House,4,3851,311.77,0.08,2008,Furnished,3,14,17,3,10,High,Yes,No,Garden,South,Broker,Under_Construction
205975,Chhattisgarh,Bilaspur,Locality_115,Villa,2,1383,482.38,0.35,2019,Furnished,9,10,6,8,2,Low,No,Yes,"Clubhouse, Garden, Playground",West,Owner,Under_Construction
12467,Madhya Pradesh,Indore,Locality_441,Independent House,3,1502,340.67,0.23,2003,Furnished,0,6,22,4,2,High,Yes,Yes,Pool,East,Owner,Ready_to_Move
43691,Assam,Silchar,Locality_109,Apartment,3,1422,307.34,0.22,2010,Unfurnished,20,8,15,5,4,Medium,No,No,"Garden, Playground, Gym, Clubhouse",South,Broker,Ready_to_Move
176065,Assam,Guwahati,Locality_9,Villa,1,4782,177.64,0.04,2014,Furnished,2,23,11,3,1,Low,Yes,No,"Gym, Pool, Clubhouse, Garden",East,Owner,Under_Construction
240903,Rajasthan,Jodhpur,Locality_362,Villa,2,3539,488.64,0.14,2017,Furnished,22,2,8,7,3,Low,No,No,"Garden, Pool",South,Owner,Under_Construction
200234,Jharkhand,Jamshedpur,Locality_150,Apartment,1,517,109.19,0.21,1993,Furnished,29,9,32,3,6,Medium,No,No,"Clubhouse, Garden, Gym",West,Owner,Under_Construction
203662,West Bengal,Kolkata,Locality_381,Apartment,2,1909,164.37,0.09,1996,Unfurnished,27,10,29,7,5,High,Yes,Yes,"Pool, Gym, Garden",North,Owner,Under_Construction
175183,Maharashtra,Nagpur,Locality_319,Independent House,3,1317,208.07,0.16,2000,Furnished,19,7,25,10,3,Low,Yes,Yes,"Gym, Garden, Playground, Pool",South,Builder,Under_Construction
182951,Assam,Silchar,Locality_15,Independent House,1,1210,448.73,0.37,2009,Semi-furnished,23,6,16,9,8,High,No,Yes,"Pool, Clubhouse, Playground",South,Owner,Under_Construction
36270,Uttarakhand,Dehradun,Locality_402,Villa,3,4768,432.76,0.09,2011,Furnished,8,6,14,10,10,Low,No,Yes,"Gym, Clubhouse",West,Broker,Ready_to_Move
73897,Jharkhand,Ranchi,Locality_184,Villa,2,2627,30.77,0.01,2023,Furnished,3,20,2,8,3,Low,No,No,"Pool, Gym, Clubhouse, Playground",East,Broker,Under_Construction
55661,West Bengal,Kolkata,Locality_439,Independent House,1,1235,315.68,0.26,2022,Unfurnished,4,16,3,3,8,Medium,No,No,"Garden, Playground",East,Builder,Under_Construction
80934,Uttarakhand,Haridwar,Locality_64,Independent House,5,1292,162.29,0.13,1992,Semi-furnished,8,4,33,8,4,High,No,No,"Playground, Clubhouse, Garden, Gym",North,Owner,Ready_to_Move
165551,Telangana,Hyderabad,Locality_399,Villa,3,2165,411.65,0.19,2021,Unfurnished,9,27,4,7,3,Medium,Yes,Yes,"Pool, Clubhouse, Gym, Garden",East,Owner,Under_Construction
151121,Karnataka,Mysore,Locality_393,Independent House,2,956,492.29,0.51,2020,Unfurnished,27,8,5,5,10,Low,No,Yes,"Playground, Garden, Clubhouse, Gym, Pool",West,Builder,Ready_to_Move
152811,Kerala,Kochi,Locality_459,Apartment,5,4440,462.27,0.1,2002,Unfurnished,25,22,23,10,7,Medium,No,No,Gym,West,Owner,Ready_to_Move
36612,Haryana,Gurgaon,Locality_183,Villa,4,1069,369.45,0.35,2023,Semi-furnished,25,13,2,1,10,Low,No,Yes,"Gym, Playground, Garden",East,Builder,Ready_to_Move
48836,West Bengal,Durgapur,Locality_9,Independent House,2,3456,344.59,0.1,2006,Unfurnished,18,22,19,6,2,Medium,Yes,No,"Pool, Playground",South,Broker,Ready_to_Move
115122,Delhi,New Delhi,Locality_65,Independent House,2,4136,100.35,0.02,2001,Semi-furnished,24,3,24,7,3,Medium,No,Yes,"Pool, Garden",West,Owner,Under_Construction
181969,Odisha,Bhubaneswar,Locality_222,Independent House,1,841,26.96,0.03,2021,Unfurnished,8,18,4,9,2,Low,Yes,No,"Playground, Clubhouse, Gym, Pool",West,Broker,Under_Construction
